,ApplicationCycle,Ethnicity,AnticipatedCompletionDate,ProgramName,CountryName,ProgramCity,ProgramRegion,ApplicationID,ProgramYear,ProgramTerm,ApplicationStatusAlias,Gender,PreferredGender,AcademicYear,StartYear
1417,Spring 2023,Asian,May 20 2024 12:00AM,Grinnell in London,United Kingdom,London,Europe,230901,2023,Spring,Intend to Participate,F,NA,2022-2023,2022
1419,Spring 2023,Two or more races,May 20 2024 12:00AM,The School for Field Studies - Bhutan: Himalayan Environment and Society in Transition,Bhutan,Paro,Asia,231979,2023,Spring,Intend to Participate,M,NA,2022-2023,2022
1420,Spring 2023,White,May 20 2024 12:00AM,Grinnell in London,United Kingdom,London,Europe,231986,2023,Spring,Intend to Participate,F,NA,2022-2023,2022
1422,Spring 2023,Asian,Dec 20 2024 12:00AM,IES Abroad Milan - Italy Today,Italy,Milan,Europe,232164,2023,Spring,Intend to Participate,F,NA,2022-2023,2022
1423,Spring 2023,White,May 20 2024 12:00AM,Duke: Intercollegiate Center for Classical Studies in Rome,Italy,Rome,Europe,232550,2023,Spring,Intend to Participate,F,NA,2022-2023,2022
1424,Spring 2023,White,May 20 2024 12:00AM,"DIS - Study Abroad in Stockholm, Sweden",Sweden,Stockholm,Europe,232608,2023,Spring,Intend to Participate,M,NA,2022-2023,2022
1425,Spring 2023,White,May 20 2024 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,232799,2023,Spring,Intend to Participate,F,NA,2022-2023,2022
1426,Spring 2023,Black or African-American,May 20 2024 12:00AM,Grinnell in London,United Kingdom,London,Europe,232829,2023,Spring,Intend to Participate,M,NA,2022-2023,2022
1428,Spring 2023,White,May 20 2024 12:00AM,Japan Study at Waseda University (Earlham College),Japan,Tokyo,Asia,232839,2023,Spring,Intend to Participate,F,NA,2022-2023,2022
1429,Spring 2023,White,May 20 2024 12:00AM,IES Abroad Nantes - Study in Nantes,France,Nantes,Europe,233061,2023,Spring,Intend to Participate,F,NA,2022-2023,2022
1430,Spring 2023,White,Dec 15 2023 12:00AM,"IES Abroad Santiago – Politics, Social Justice & Language",Chile,Santiago,Latin America and Caribbean,233290,2023,Spring,Intend to Participate,M,NA,2022-2023,2022
1431,Spring 2023,International student,May 20 2024 12:00AM,Arcadia Abroad - University of Otago,New Zealand,Dunedin,Oceania,233641,2023,Spring,Intend to Participate,M,NA,2022-2023,2022
1432,Spring 2023,Two or more races,May 20 2024 12:00AM,X - Middlebury California Climate Semester,United States,Monterey,North America,233660,2023,Spring,Intend to Participate,F,NA,2022-2023,2022
1433,Spring 2023,White,May 20 2024 12:00AM,Grinnell in London,United Kingdom,London,Europe,233904,2023,Spring,Intend to Participate,M,NA,2022-2023,2022
1435,Spring 2023,White,May 20 2024 12:00AM,Arcadia Abroad - University of Edinburgh,United Kingdom,Edinburgh,Europe,233906,2023,Spring,Intend to Participate,F,NA,2022-2023,2022
1436,Spring 2023,International student,May 20 2024 12:00AM,American University - Washington Semester Program,United States,"Washington, D.C.",North America,233932,2023,Spring,Intend to Participate,F,NA,2022-2023,2022
1437,Spring 2023,Asian,May 20 2024 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,233963,2023,Spring,Intend to Participate,F,NA,2022-2023,2022
1438,Spring 2023,White,May 20 2024 12:00AM,American University - Washington Semester Program,United States,"Washington, D.C.",North America,234115,2023,Spring,Intend to Participate,M,NA,2022-2023,2022
1439,Spring 2023,White,May 20 2024 12:00AM,Wellesley-in-Aix,France,Aix-en-Provence,Europe,234200,2023,Spring,Intend to Participate,F,NA,2022-2023,2022
1440,Spring 2023,International student,Dec 20 2024 12:00AM,Sea Education Association: Marine Biodiversity & Conservation,United States,"New York, NY",North America,234237,2023,Spring,Intend to Participate,F,NA,2022-2023,2022
1441,Spring 2023,International student,Dec 20 2024 12:00AM,Sea Education Association: Marine Biodiversity & Conservation,United States,"Falmouth, MA",North America,234237,2023,Spring,Intend to Participate,F,NA,2022-2023,2022
1442,Spring 2023,Hispanic (of any race),May 20 2024 12:00AM,IES Abroad Nantes - Study in Nantes,France,Nantes,Europe,234335,2023,Spring,Intend to Participate,F,NA,2022-2023,2022
1443,Spring 2023,White,May 20 2024 12:00AM,IES Abroad Granada - Study in Granada,Spain,Granada,Europe,234364,2023,Spring,Intend to Participate,M,NA,2022-2023,2022
1444,Spring 2023,White,May 20 2024 12:00AM,Consortium for Advanced Studies Abroad (CASA) Santiago,Chile,Santiago,Latin America and Caribbean,234420,2023,Spring,Intend to Participate,F,NA,2022-2023,2022
1445,Spring 2023,White,May 22 2023 12:00AM,X - SIT Study Abroad/IHP Health and Community (Spring 2),Argentina,Buenos Aires,Latin America and Caribbean,234551,2023,Spring,Intend to Participate,F,NA,2022-2023,2022
1446,Spring 2023,White,May 22 2023 12:00AM,X - SIT Study Abroad/IHP Health and Community (Spring 2),South Africa,Cape Town,Sub-Saharan Africa,234551,2023,Spring,Intend to Participate,F,NA,2022-2023,2022
1447,Spring 2023,White,May 22 2023 12:00AM,X - SIT Study Abroad/IHP Health and Community (Spring 2),United States,"Washington, D.C.",North America,234551,2023,Spring,Intend to Participate,F,NA,2022-2023,2022
1448,Spring 2023,White,May 22 2023 12:00AM,X - SIT Study Abroad/IHP Health and Community (Spring 2),Vietnam,Ho Chi Minh City,Asia,234551,2023,Spring,Intend to Participate,F,NA,2022-2023,2022
1449,Spring 2023,White,May 20 2024 12:00AM,Amideast in Morocco - Regional Studies in French (Semester/Academic Year),Morocco,Rabat,MENA,234694,2023,Spring,Intend to Participate,M,NA,2022-2023,2022
1450,Spring 2023,White,May 20 2024 12:00AM,Grinnell in London,United Kingdom,London,Europe,234729,2023,Spring,Intend to Participate,M,NA,2022-2023,2022
1452,Spring 2023,White,May 19 2025 12:00AM,Grinnell in London,United Kingdom,London,Europe,234821,2023,Spring,Intend to Participate,F,NA,2022-2023,2022
1454,Spring 2023,White,May 19 2025 12:00AM,Grinnell in London,United Kingdom,London,Europe,234824,2023,Spring,Intend to Participate,F,NA,2022-2023,2022
1456,Spring 2023,Ethnicity and race unknown,May 20 2024 12:00AM,College Year in Athens - Semester and Academic Year Program,Greece,Athens,Europe,234830,2023,Spring,Intend to Participate,F,NA,2022-2023,2022
1457,Spring 2023,White,May 20 2024 12:00AM,IES Abroad Tokyo - Language & Culture,Japan,Tokyo,Asia,234832,2023,Spring,Intend to Participate,F,NA,2022-2023,2022
1458,Spring 2023,White,May 20 2024 12:00AM,IES Abroad Tokyo - Language & Culture,Japan,Tokyo,Asia,235013,2023,Spring,Intend to Participate,F,NA,2022-2023,2022
1459,Spring 2023,White,May 20 2024 12:00AM,IES Abroad Amsterdam - Psychology & Sciences,Netherlands,Amsterdam,Europe,235282,2023,Spring,Intend to Participate,M,NA,2022-2023,2022
1460,Spring 2023,White,May 20 2024 12:00AM,Institute for Central American Development Studies - Social Justice & Development Internship,Costa Rica,San Jose,Latin America and Caribbean,235377,2023,Spring,Intend to Participate,F,NA,2022-2023,2022
1461,Spring 2023,International student,May 20 2024 12:00AM,Grinnell in London,United Kingdom,London,Europe,235418,2023,Spring,Intend to Participate,F,NA,2022-2023,2022
1463,Spring 2023,International student,Dec 20 2024 12:00AM,Consortium for Advanced Studies Abroad (CASA) Santiago,Chile,Santiago,Latin America and Caribbean,235565,2023,Spring,Intend to Participate,M,NA,2022-2023,2022
1464,Spring 2023,White,May 20 2024 12:00AM,"CIEE Arts and Sciences Program in Tokyo, Japan",Japan,Tokyo,Asia,235567,2023,Spring,Intend to Participate,M,NA,2022-2023,2022
1465,Spring 2023,Hispanic (of any race),May 20 2024 12:00AM,Consortium for Advanced Studies Abroad (CASA) Granada,Spain,Granada,Europe,235573,2023,Spring,Intend to Participate,M,NA,2022-2023,2022
1466,Spring 2023,White,May 20 2024 12:00AM,Arcadia Abroad - Queens University Belfast,United Kingdom,Belfast,Europe,235648,2023,Spring,Intend to Participate,F,NA,2022-2023,2022
1467,Spring 2023,White,May 20 2024 12:00AM,IES Abroad Cape Town - University of Cape Town,South Africa,Cape Town,Sub-Saharan Africa,235690,2023,Spring,Intend to Participate,F,NA,2022-2023,2022
1468,Spring 2023,Two or more races,May 20 2024 12:00AM,IES Abroad Granada - Study in Granada,Spain,Granada,Europe,235749,2023,Spring,Intend to Participate,F,NA,2022-2023,2022
1469,Spring 2023,White,Dec 15 2023 12:00AM,SIT Study Abroad Switzerland: International Studies and Multilateral Diplomacy,Belgium,Brussels,Europe,235809,2023,Spring,Intend to Participate,M,NA,2022-2023,2022
1470,Spring 2023,White,Dec 15 2023 12:00AM,SIT Study Abroad Switzerland: International Studies and Multilateral Diplomacy,France,Paris,Europe,235809,2023,Spring,Intend to Participate,M,NA,2022-2023,2022
1471,Spring 2023,White,Dec 15 2023 12:00AM,SIT Study Abroad Switzerland: International Studies and Multilateral Diplomacy,Switzerland,Geneva,Europe,235809,2023,Spring,Intend to Participate,M,NA,2022-2023,2022
1472,Spring 2023,Ethnicity and race unknown,May 20 2024 12:00AM,IES Abroad Salamanca - Study in Salamanca,Spain,Salamanca,Europe,235840,2023,Spring,Intend to Participate,F,NA,2022-2023,2022
1473,Spring 2023,International student,May 20 2024 12:00AM,Aquincum Institute of Technology,Hungary,Budapest,Europe,235912,2023,Spring,Intend to Participate,F,NA,2022-2023,2022
1474,Spring 2023,White,May 20 2024 12:00AM,IES Abroad Quito - Area Studies & Language,Ecuador,Quito,Latin America and Caribbean,235946,2023,Spring,Intend to Participate,F,NA,2022-2023,2022
1475,Spring 2023,White,May 20 2024 12:00AM,X - IES Abroad Sydney Direct Enrollment - University of Sydney,Australia,Sydney,Oceania,236069,2023,Spring,Intend to Participate,M,NA,2022-2023,2022
1476,Spring 2023,Ethnicity and race unknown,May 20 2024 12:00AM,IES Abroad Quito - Area Studies & Language,Ecuador,Quito,Latin America and Caribbean,236383,2023,Spring,Intend to Participate,F,NA,2022-2023,2022
1477,Spring 2023,White,May 20 2024 12:00AM,College Year in Athens - Semester and Academic Year Program,Greece,Athens,Europe,236597,2023,Spring,Intend to Participate,F,NA,2022-2023,2022
1478,Spring 2023,International student,Dec 15 2023 12:00AM,Aquincum Institute of Technology,Hungary,Budapest,Europe,236722,2023,Spring,Intend to Participate,M,NA,2022-2023,2022
1479,Spring 2023,Black or African-American,May 20 2024 12:00AM,IES Abroad Madrid - Language & Area Studies,Spain,Madrid,Europe,236735,2023,Spring,Intend to Participate,F,NA,2022-2023,2022
1480,Spring 2023,Two or more races,May 20 2024 12:00AM,IES Abroad Nagoya Direct Enrollment - Nanzan University,Japan,Nagoya,Asia,236779,2023,Spring,Intend to Participate,F,NA,2022-2023,2022
1481,Spring 2023,White,May 20 2024 12:00AM,IES Abroad Rome - History & Classics,Italy,Rome,Europe,236797,2023,Spring,Intend to Participate,M,NA,2022-2023,2022
1482,Spring 2023,Hispanic (of any race),May 20 2024 12:00AM,"CIEE Liberal Arts Program in Buenos Aires, Argentina",Argentina,Buenos Aires,Latin America and Caribbean,236909,2023,Spring,Intend to Participate,F,NA,2022-2023,2022
1483,Spring 2023,White,May 20 2024 12:00AM,X - SRAS Bishkek: Russian as a Second Language,Kyrgyzstan,Bishkek,Asia,236911,2023,Spring,Intend to Participate,M,NA,2022-2023,2022
1484,Spring 2023,White,May 20 2024 12:00AM,Grinnell in London,United Kingdom,London,Europe,236926,2023,Spring,Intend to Participate,F,NA,2022-2023,2022
1486,Spring 2023,White,May 20 2024 12:00AM,Arcadia Abroad - Queens University Belfast,United Kingdom,Belfast,Europe,236946,2023,Spring,Intend to Participate,F,NA,2022-2023,2022
1487,Spring 2023,White,May 20 2024 12:00AM,Grinnell in London,United Kingdom,London,Europe,237166,2023,Spring,Intend to Participate,F,NA,2022-2023,2022
1489,Spring 2023,Ethnicity and race unknown,May 20 2024 12:00AM,Amideast in Morocco - Area and Arabic Language Studies (Semester/Academic Year),Morocco,Rabat,MENA,237358,2023,Spring,Intend to Participate,M,NA,2022-2023,2022
1490,Spring 2023,Hispanic (of any race),May 20 2024 12:00AM,Grinnell in London,United Kingdom,London,Europe,237906,2023,Spring,Intend to Participate,F,NA,2022-2023,2022
1492,Spring 2023,Two or more races,May 20 2024 12:00AM,Grinnell in London,United Kingdom,London,Europe,237920,2023,Spring,Intend to Participate,M,NA,2022-2023,2022
1494,Spring 2023,Asian,May 20 2024 12:00AM,Grinnell in London,United Kingdom,London,Europe,238078,2023,Spring,Intend to Participate,F,NA,2022-2023,2022
1496,Spring 2023,White,May 20 2024 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,238204,2023,Spring,Intend to Participate,M,NA,2022-2023,2022
1497,Spring 2023,Ethnicity and race unknown,May 20 2024 12:00AM,"SIT Study Abroad/ IHP Human Rights Movements, Power, and Resistance",Chile,Santiago,Latin America and Caribbean,239337,2023,Spring,Intend to Participate,F,NA,2022-2023,2022
1498,Spring 2023,Ethnicity and race unknown,May 20 2024 12:00AM,"SIT Study Abroad/ IHP Human Rights Movements, Power, and Resistance",Jordan,Amman,MENA,239337,2023,Spring,Intend to Participate,F,NA,2022-2023,2022
1499,Spring 2023,Ethnicity and race unknown,May 20 2024 12:00AM,"SIT Study Abroad/ IHP Human Rights Movements, Power, and Resistance",Nepal,Kathmandu,Asia,239337,2023,Spring,Intend to Participate,F,NA,2022-2023,2022
1500,Spring 2023,Ethnicity and race unknown,May 20 2024 12:00AM,"SIT Study Abroad/ IHP Human Rights Movements, Power, and Resistance",United States,"New York, NY",North America,239337,2023,Spring,Intend to Participate,F,NA,2022-2023,2022
1501,Spring 2023,White,May 20 2024 12:00AM,Arcadia Abroad - Intern Philly,United States,"Philadelphia, PA",North America,241656,2023,Spring,Intend to Participate,F,NA,2022-2023,2022
1502,Spring 2023,White,May 20 2024 12:00AM,Aquincum Institute of Technology,Hungary,Budapest,Europe,245832,2023,Spring,Intend to Participate,F,NA,2022-2023,2022
1503,Spring 2023,International student,May 20 2024 12:00AM,X - Arcadia University - University of St Andrews,United Kingdom,St Andrews,Europe,246046,2023,Spring,Intend to Participate,F,NA,2022-2023,2022
1504,Spring 2024,White,May 19 2025 12:00AM,Grinnell in London,United Kingdom,London,Europe,254038,2024,Spring,Intend to Participate,M,NA,2023-2024,2023
1506,Spring 2024,White,May 19 2025 12:00AM,Grinnell in London,United Kingdom,London,Europe,254188,2024,Spring,Intend to Participate,F,NA,2023-2024,2023
1508,Spring 2024,White,May 19 2025 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,254357,2024,Spring,Intend to Participate,F,NA,2023-2024,2023
1509,Spring 2024,White,May 19 2025 12:00AM,Grinnell in London,United Kingdom,London,Europe,254801,2024,Spring,Intend to Participate,F,NA,2023-2024,2023
1511,Spring 2024,Two or more races,May 19 2025 12:00AM,Arcadia Abroad - Queens University Belfast,United Kingdom,Belfast,Europe,254920,2024,Spring,Intend to Participate,M,NA,2023-2024,2023
1512,Spring 2024,International student,May 19 2025 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,255306,2024,Spring,Intend to Participate,F,NA,2023-2024,2023
1513,Spring 2024,White,May 19 2025 12:00AM,"IES Abroad Santiago – Politics, Social Justice & Language",Chile,Santiago,Latin America and Caribbean,255589,2024,Spring,Intend to Participate,M,NA,2023-2024,2023
1514,Spring 2024,Two or more races,May 19 2025 12:00AM,Grinnell in London,United Kingdom,London,Europe,256243,2024,Spring,Intend to Participate,F,NA,2023-2024,2023
1516,Spring 2024,White,May 19 2025 12:00AM,Dickinson in France,France,Toulouse,Europe,257332,2024,Spring,Intend to Participate,F,NA,2023-2024,2023
1517,Spring 2024,White,May 19 2025 12:00AM,IES Abroad Nagoya Direct Enrollment - Nanzan University,Japan,Nagoya,Asia,257369,2024,Spring,Intend to Participate,M,NA,2023-2024,2023
1518,Spring 2024,White,May 19 2025 12:00AM,Wellesley-in-Aix,France,Aix-en-Provence,Europe,257656,2024,Spring,Intend to Participate,M,NA,2023-2024,2023
1519,Spring 2024,White,May 19 2025 12:00AM,Consortium for Advanced Studies Abroad (CASA) Trinity College Dublin,Ireland,Dublin,Europe,257987,2024,Spring,Intend to Participate,M,NA,2023-2024,2023
1520,Spring 2024,White,May 19 2025 12:00AM,IES Abroad Nantes - Study in Nantes,France,Nantes,Europe,258217,2024,Spring,Intend to Participate,M,NA,2023-2024,2023
1521,Spring 2024,International student,May 19 2025 12:00AM,Wellesley-in-Aix,France,Aix-en-Provence,Europe,258316,2024,Spring,Intend to Participate,M,NA,2023-2024,2023
1522,Spring 2024,White,May 19 2025 12:00AM,"IES Abroad Santiago – Politics, Social Justice & Language",Chile,Santiago,Latin America and Caribbean,258394,2024,Spring,Intend to Participate,F,NA,2023-2024,2023
1523,Spring 2024,Two or more races,May 19 2025 12:00AM,X - IES Abroad Dublin – Writer's Program,Ireland,Dublin,Europe,258709,2024,Spring,Intend to Participate,M,NA,2023-2024,2023
1524,Spring 2024,White,May 19 2025 12:00AM,IES Abroad Amsterdam - Social Sciences & Humanities,Netherlands,Amsterdam,Europe,258818,2024,Spring,Intend to Participate,F,NA,2023-2024,2023
1525,Spring 2024,White,May 19 2025 12:00AM,Middlebury School in Cameroon: Yaoundé,Cameroon,Yaounde,Sub-Saharan Africa,258918,2024,Spring,Intend to Participate,F,NA,2023-2024,2023
1526,Spring 2024,White,May 19 2025 12:00AM,University of Minnesota: MSID Thailand,Thailand,Chiang Mai,Asia,259026,2024,Spring,Intend to Participate,F,NA,2023-2024,2023
1527,Spring 2024,Black or African-American,May 19 2025 12:00AM,"IES Abroad London Direct Enrollment – Queen Mary, University of London",United Kingdom,London,Europe,259103,2024,Spring,Intend to Participate,F,NA,2023-2024,2023
1528,Spring 2024,White,May 19 2025 12:00AM,Arcadia Abroad - University of Otago,New Zealand,Dunedin,Oceania,259485,2024,Spring,Intend to Participate,F,NA,2023-2024,2023
1529,Spring 2024,White,May 19 2025 12:00AM,"DIS - Study Abroad in Stockholm, Sweden",Sweden,Stockholm,Europe,259807,2024,Spring,Intend to Participate,F,NA,2023-2024,2023
